,,,male,female,total foreigners,total male,total female,total
2005,Bremen,Hessen,78,51,129,361,331,692
2005,Bremen,Rheinland-Pfalz,20,17,37,131,125,256
2005,Bremen,Baden-Wurttemberg,99,69,168,489,422,911
2005,Bremen,Bayern,88,67,155,389,366,755
2005,Bremen,Saarland,4,2,6,25,30,55
2005,Bremen,Berlin,62,42,104,398,345,743
2005,Bremen,Brandenburg,5,5,10,82,87,169
2005,Bremen,Mecklenburg-Vorpommern,23,11,34,160,131,291
2005,Bremen,Sachsen,26,5,31,119,138,257
2005,Bremen,Sachsen-Anhalt,7,6,13,90,79,169
2005,Bremen,Thuringen,6,3,9,56,44,100
2005,Bremen,Insgesamt,1370,1124,2494,10444,10332,20776
2005,Nordrhein-Westfalen,Schleswig-Holstein,321,204,525,2951,3029,5980
2005,Nordrhein-Westfalen,Hamburg,578,359,937,3029,2754,5783
2005,Nordrhein-Westfalen,Niedersachsen,1753,1192,2945,14105,14096,28201
2005,Nordrhein-Westfalen,Bremen,174,151,325,1013,1058,2071
2005,Nordrhein-Westfalen,Nordrhein-Westfalen,0,0,0,0,0,0
2005,Nordrhein-Westfalen,Hessen,1803,1323,3126,8317,8327,16644
2005,Nordrhein-Westfalen,Rheinland-Pfalz,1099,892,1991,8416,8361,16777
2005,Nordrhein-Westfalen,Baden-Wurttemberg,1855,1371,3226,9243,8760,18003
2005,Nordrhein-Westfalen,Bayern,1693,1238,2931,9448,8832,18280
2005,Nordrhein-Westfalen,Saarland,161,117,278,776,708,1484
2005,Nordrhein-Westfalen,Berlin,662,574,1236,4452,4309,8761
2005,Nordrhein-Westfalen,Brandenburg,102,63,165,1471,1339,2810
2005,Nordrhein-Westfalen,Mecklenburg-Vorpommern,134,44,178,1099,989,2088
2005,Nordrhein-Westfalen,Sachsen,271,165,436,2151,1885,4036
2005,Nordrhein-Westfalen,Sachsen-Anhalt,188,101,289,1428,1303,2731
2005,Nordrhein-Westfalen,Thuringen,111,90,201,1120,1042,2162
2005,Nordrhein-Westfalen,Insgesamt,10905,7884,18789,69019,66792,135811
2005,Hessen,Schleswig-Holstein,102,75,177,1012,1175,2187
2005,Hessen,Hamburg,185,170,355,1116,1116,2232
2005,Hessen,Niedersachsen,426,326,752,3753,3730,7483
2005,Hessen,Bremen,44,45,89,268,273,541
2005,Hessen,Nordrhein-Westfalen,1630,1194,2824,8385,8323,16708
2005,Hessen,Hessen,0,0,0,0,0,0
2005,Hessen,Rheinland-Pfalz,1194,1046,2240,7934,8220,16154
2005,Hessen,Baden-Wurttemberg,1521,1158,2679,7571,7330,14901
2005,Hessen,Bayern,1374,953,2327,7374,6826,14200
2005,Hessen,Saarland,84,45,129,438,391,829
2005,Hessen,Berlin,281,298,579,1983,1938,3921
2005,Hessen,Brandenburg,44,41,85,591,563,1154
2005,Hessen,Mecklenburg-Vorpommern,41,22,63,396,354,750
2005,Hessen,Sachsen,125,75,200,1273,1152,2425
2005,Hessen,Sachsen-Anhalt,56,47,103,692,581,1273
2005,Hessen,Thuringen,97,88,185,1450,1497,2947
2005,Hessen,Insgesamt,7204,5583,12787,44236,43469,87705
2005,Rheinland-Pfalz,Schleswig-Holstein,43,34,77,470,489,959
2005,Rheinland-Pfalz,Hamburg,53,53,106,395,390,785
2005,Rheinland-Pfalz,Niedersachsen,136,101,237,1277,1222,2499
2005,Rheinland-Pfalz,Bremen,17,17,34,118,121,239
2005,Rheinland-Pfalz,Nordrhein-Westfalen,1171,896,2067,8309,8349,16658
2005,Rheinland-Pfalz,Hessen,1207,1018,2225,6368,6369,12737
2005,Rheinland-Pfalz,Rheinland-Pfalz,0,0,0,0,0,0
2005,Rheinland-Pfalz,Baden-Wurttemberg,1222,994,2216,6390,6022,12412
2005,Rheinland-Pfalz,Bayern,361,298,659,2623,2400,5023
2005,Rheinland-Pfalz,Saarland,175,173,348,1816,1781,3597
2005,Rheinland-Pfalz,Berlin,106,98,204,853,737,1590
2005,Rheinland-Pfalz,Brandenburg,39,23,62,355,298,653
2005,Rheinland-Pfalz,Mecklenburg-Vorpommern,21,8,29,238,189,427
2005,Rheinland-Pfalz,Sachsen,49,32,81,540,515,1055
2005,Rheinland-Pfalz,Sachsen-Anhalt,29,26,55,316,287,603
2005,Rheinland-Pfalz,Thuringen,20,12,32,353,252,605
2005,Rheinland-Pfalz,Insgesamt,4649,3783,8432,30421,29421,59842
2005,Baden-Wurttemberg,Schleswig-Holstein,173,117,290,1262,1358,2620
2005,Baden-Wurttemberg,Hamburg,253,189,442,1408,1252,2660
2005,Baden-Wurttemberg,Niedersachsen,402,347,749,3227,3105,6332
2005,Baden-Wurttemberg,Bremen,75,57,132,369,321,690
2005,Baden-Wurttemberg,Nordrhein-Westfalen,1688,1413,3101,8307,8098,16405
2005,Baden-Wurttemberg,Hessen,1390,1178,2568,6980,6997,13977
2005,Baden-Wurttemberg,Rheinland-Pfalz,1339,1042,2381,6639,6695,13334
2005,Baden-Wurttemberg,Baden-Wurttemberg,0,0,0,0,0,0
2005,Baden-Wurttemberg,Bayern,2529,1958,4487,16174,15888,32062
2005,Baden-Wurttemberg,Saarland,132,136,268,756,752,1508
2005,Baden-Wurttemberg,Berlin,444,393,837,3074,2809,5883
2005,Baden-Wurttemberg,Brandenburg,68,54,122,1041,975,2016
2005,Baden-Wurttemberg,Mecklenburg-Vorpommern,37,29,66,594,522,1116
2005,Baden-Wurttemberg,Sachsen,165,122,287,2496,2186,4682
2005,Baden-Wurttemberg,Sachsen-Anhalt,82,46,128,980,797,1777
2005,Baden-Wurttemberg,Thuringen,74,55,129,1191,1052,2243
2005,Baden-Wurttemberg,Insgesamt,8851,7136,15987,54498,52807,107305
2005,Bayern,Schleswig-Holstein,180,131,311,1309,1274,2583
2005,Bayern,Hamburg,246,170,416,1388,1263,2651
2005,Bayern,Niedersachsen,454,390,844,3268,3099,6367
2005,Bayern,Bremen,57,50,107,358,327,685
2005,Bayern,Nordrhein-Westfalen,1686,1205,2891,7856,7169,15025
2005,Bayern,Hessen,1308,916,2224,6255,5948,12203
2005,Bayern,Rheinland-Pfalz,405,302,707,2411,2408,4819
2005,Bayern,Baden-Wurttemberg,2585,1771,4356,14744,14429,29173
2005,Bayern,Bayern,0,0,0,0,0,0
2005,Bayern,Saarland,58,58,116,384,413,797
2005,Bayern,Berlin,555,442,997,3316,2987,6303
2005,Bayern,Brandenburg,84,51,135,1228,1063,2291
2005,Bayern,Mecklenburg-Vorpommern,49,35,84,631,542,1173
2005,Bayern,Sachsen,255,166,421,3861,3339,7200
2005,Bayern,Sachsen-Anhalt,135,67,202,1258,1060,2318
2005,Bayern,Thuringen,149,85,234,2198,1933,4131
2005,Bayern,Insgesamt,8206,5839,14045,50465,47254,97719
2005,Saarland,Schleswig-Holstein,21,11,32,109,86,195
2005,Saarland,Hamburg,22,18,40,80,81,161
2005,Saarland,Niedersachsen,36,41,77,225,214,439
2005,Saarland,Bremen,16,18,34,37,39,76
2005,Saarland,Nordrhein-Westfalen,244,135,379,936,881,1817
2005,Saarland,Hessen,112,90,202,529,485,1014
2005,Saarland,Rheinland-Pfalz,190,165,355,1959,1966,3925
2005,Saarland,Baden-Wurttemberg,188,152,340,951,931,1882
2005,Saarland,Bayern,129,92,221,574,527,1101
2005,Saarland,Saarland,0,0,0,0,0,0
2005,Saarland,Berlin,30,32,62,191,186,377
2005,Saarland,Brandenburg,4,3,7,45,48,93
2005,Saarland,Mecklenburg-Vorpommern,20,18,38,55,47,102
2005,Saarland,Sachsen,22,20,42,114,102,216
2005,Saarland,Sachsen-Anhalt,28,10,38,60,58,118
2005,Saarland,Thuringen,3,4,7,52,53,105
2005,Saarland,Insgesamt,1065,809,1874,5917,5704,11621
2005,Berlin,Schleswig-Holstein,95,89,184,1293,1257,2550
2005,Berlin,Hamburg,217,172,389,1325,1345,2670
2005,Berlin,Niedersachsen,351,224,575,2707,2575,5282
2005,Berlin,Bremen,46,36,82,284,267,551
2005,Berlin,Nordrhein-Westfalen,656,567,1223,3885,3904,7789
2005,Berlin,Hessen,319,280,599,1932,1880,3812
2005,Berlin,Rheinland-Pfalz,145,118,263,869,846,1715
2005,Berlin,Baden-Wurttemberg,478,404,882,3143,2923,6066
2005,Berlin,Bayern,632,522,1154,3689,3466,7155
2005,Berlin,Saarland,37,35,72,164,146,310
2005,Berlin,Berlin,0,0,0,0,0,0
2005,Berlin,Brandenburg,800,739,1539,16025,16201,32226
2005,Berlin,Mecklenburg-Vorpommern,177,111,288,1437,1327,2764
2005,Berlin,Sachsen,206,157,363,1486,1400,2886
2005,Berlin,Sachsen-Anhalt,156,74,230,985,915,1900
2005,Berlin,Thuringen,73,53,126,597,545,1142
2005,Berlin,Insgesamt,4388,3581,7969,39821,38997,78818
2005,Brandenburg,Schleswig-Holstein,34,28,62,827,809,1636
2005,Brandenburg,Hamburg,71,29,100,697,730,1427
2005,Brandenburg,Niedersachsen,87,79,166,1838,1818,3656
2005,Brandenburg,Bremen,13,7,20,164,161,325
2005,Brandenburg,Nordrhein-Westfalen,236,203,439,2224,2318,4542
2005,Brandenburg,Hessen,82,76,158,905,975,1880
2005,Brandenburg,Rheinland-Pfalz,30,30,60,587,534,1121
2005,Brandenburg,Baden-Wurttemberg,150,123,273,1957,1915,3872
2005,Brandenburg,Bayern,138,103,241,2044,1986,4030
2005,Brandenburg,Saarland,11,8,19,90,92,182
2005,Brandenburg,Berlin,1099,923,2022,11157,11411,22568
2005,Brandenburg,Brandenburg,0,0,0,0,0,0
2005,Brandenburg,Mecklenburg-Vorpommern,33,31,64,1488,1659,3147
2005,Brandenburg,Sachsen,85,77,162,2282,2326,4608
2005,Brandenburg,Sachsen-Anhalt,67,34,101,1220,1294,2514
2005,Brandenburg,Thuringen,21,6,27,522,498,1020
2005,Brandenburg,Insgesamt,2157,1757,3914,28002,28526,56528
2005,Mecklenburg-Vorpommern,Schleswig-Holstein,123,90,213,2804,2950,5754
2005,Mecklenburg-Vorpommern,Hamburg,221,155,376,2424,2326,4750
2005,Mecklenburg-Vorpommern,Niedersachsen,132,104,236,2220,2094,4314
2005,Mecklenburg-Vorpommern,Bremen,25,16,41,244,266,510
2005,Mecklenburg-Vorpommern,Nordrhein-Westfalen,243,155,398,1529,1456,2985
2005,Mecklenburg-Vorpommern,Hessen,57,32,89,527,515,1042
2005,Mecklenburg-Vorpommern,Rheinland-Pfalz,44,14,58,296,285,581
2005,Mecklenburg-Vorpommern,Baden-Wurttemberg,102,78,180,989,866,1855
2005,Mecklenburg-Vorpommern,Bayern,94,59,153,935,745,1680
2005,Mecklenburg-Vorpommern,Saarland,8,2,10,43,35,78
2005,Mecklenburg-Vorpommern,Berlin,192,167,359,1800,1897,3697
2005,Mecklenburg-Vorpommern,Brandenburg,56,42,98,1299,1323,2622
2005,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,0,0,0,0,0,0
2005,Mecklenburg-Vorpommern,Sachsen,32,17,49,674,712,1386
2005,Mecklenburg-Vorpommern,Sachsen-Anhalt,29,18,47,463,485,948
2005,Mecklenburg-Vorpommern,Thuringen,12,10,22,285,267,552
2005,Mecklenburg-Vorpommern,Insgesamt,1370,959,2329,16532,16222,32754
2005,Sachsen,Schleswig-Holstein,60,44,104,518,531,1049
2005,Sachsen,Hamburg,83,58,141,488,498,986
2005,Sachsen,Niedersachsen,188,118,306,1713,1791,3504
2005,Sachsen,Bremen,32,22,54,145,161,306
2005,Sachsen,Nordrhein-Westfalen,614,356,970,3034,2922,5956
2005,Sachsen,Hessen,309,200,509,1856,1908,3764
2005,Sachsen,Rheinland-Pfalz,100,74,174,881,904,1785
2005,Sachsen,Baden-Wurttemberg,379,283,662,4065,3876,7941
2005,Sachsen,Bayern,549,347,896,6123,6050,12173
2005,Sachsen,Saarland,26,23,49,130,112,242
2005,Sachsen,Berlin,380,266,646,1886,2043,3929
2005,Sachsen,Brandenburg,136,77,213,1767,1750,3517
2005,Sachsen,Mecklenburg-Vorpommern,41,30,71,666,730,1396
2005,Sachsen,Sachsen,0,0,0,0,0,0
2005,Sachsen,Sachsen-Anhalt,195,110,305,2001,2131,4132
2005,Sachsen,Thuringen,145,83,228,1932,2007,3939
2005,Sachsen,Insgesamt,3237,2091,5328,27205,27414,54619
2005,Sachsen-Anhalt,Schleswig-Holstein,61,25,86,539,496,1035
2005,Sachsen-Anhalt,Hamburg,72,46,118,439,531,970
2005,Sachsen-Anhalt,Niedersachsen,303,218,521,4051,4375,8426
2005,Sachsen-Anhalt,Bremen,30,11,41,157,159,316
2005,Sachsen-Anhalt,Nordrhein-Westfalen,652,329,981,2598,2452,5050
2005,Sachsen-Anhalt,Hessen,185,96,281,1139,1137,2276
2005,Sachsen-Anhalt,Rheinland-Pfalz,105,53,158,582,527,1109
2005,Sachsen-Anhalt,Baden-Wurttemberg,274,136,410,2029,1813,3842
2005,Sachsen-Anhalt,Bayern,264,146,410,2277,2010,4287
2005,Sachsen-Anhalt,Saarland,10,8,18,67,61,128
2005,Sachsen-Anhalt,Berlin,234,164,398,1348,1502,2850
2005,Sachsen-Anhalt,Brandenburg,61,26,87,1040,1239,2279
2005,Sachsen-Anhalt,Mecklenburg-Vorpommern,25,14,39,530,600,1130
2005,Sachsen-Anhalt,Sachsen,221,129,350,2994,2991,5985
2005,Sachsen-Anhalt,Sachsen-Anhalt,0,0,0,0,0,0
2005,Sachsen-Anhalt,Thuringen,112,34,146,1271,1376,2647
2005,Sachsen-Anhalt,Insgesamt,2609,1435,4044,21061,21269,42330
2005,Thuringen,Schleswig-Holstein,21,16,37,274,310,584
2005,Thuringen,Hamburg,38,16,54,259,228,487
2005,Thuringen,Niedersachsen,113,76,189,1385,1428,2813
2005,Thuringen,Bremen,13,9,22,77,92,169
2005,Thuringen,Nordrhein-Westfalen,291,167,458,1878,1932,3810
2005,Thuringen,Hessen,229,140,369,2327,2645,4972
2005,Thuringen,Rheinland-Pfalz,71,35,106,646,626,1272
2005,Thuringen,Baden-Wurttemberg,174,121,295,2124,2035,4159
2005,Thuringen,Bayern,271,166,437,3596,3820,7416
2005,Thuringen,Saarland,8,8,16,75,66,141
2005,Thuringen,Berlin,99,74,173,819,843,1662
2005,Thuringen,Brandenburg,23,11,34,396,463,859
2005,Thuringen,Mecklenburg-Vorpommern,11,7,18,314,350,664
2005,Thuringen,Sachsen,150,105,255,2748,2781,5529
2005,Thuringen,Sachsen-Anhalt,63,37,100,1231,1286,2517
2005,Thuringen,Thuringen,0,0,0,0,0,0
2005,Thuringen,Insgesamt,1575,988,2563,18149,18905,37054
2005,Insgesamt,Schleswig-Holstein,2831,2317,5148,29598,30320,59918
2005,Insgesamt,Hamburg,3816,3112,6928,28954,28682,57636
2005,Insgesamt,Niedersachsen,5756,4438,10194,56191,55942,112133
2005,Insgesamt,Bremen,1322,1143,2465,10805,10781,21586
2005,Insgesamt,Nordrhein-Westfalen,12877,9434,22311,73477,72445,145922
2005,Insgesamt,Hessen,8158,6426,14584,44473,44627,89100
2005,Insgesamt,Rheinland-Pfalz,5152,4137,9289,34356,34484,68840
2005,Insgesamt,Baden-Wurttemberg,10562,8069,18631,62561,60138,122699
2005,Insgesamt,Bayern,9676,7214,16890,64877,62274,127151
2005,Insgesamt,Saarland,831,737,1568,5339,5179,10518
2005,Insgesamt,Berlin,5034,4254,9288,37547,36943,74490
2005,Insgesamt,Brandenburg,1629,1304,2933,28068,27938,56006
2005,Insgesamt,Mecklenburg-Vorpommern,896,538,1434,12702,12069,24771
2005,Insgesamt,Sachsen,1971,1377,3348,23639,22315,45954
2005,Insgesamt,Sachsen-Anhalt,1361,804,2165,14766,13970,28736
2005,Insgesamt,Thuringen,1000,694,1694,12817,12237,25054
2005,Insgesamt,Insgesamt,72872,55998,128870,540170,530344,1070514
2006,Schleswig-Holstein,Schleswig-Holstein,0,0,0,0,0,0
2006,Schleswig-Holstein,Hamburg,883,932,1815,9228,9344,18572
2006,Schleswig-Holstein,Niedersachsen,361,230,591,4073,3985,8058
2006,Schleswig-Holstein,Bremen,73,40,113,453,456,909
2006,Schleswig-Holstein,Nordrhein-Westfalen,395,266,661,2721,2800,5521
2006,Schleswig-Holstein,Hessen,120,88,208,975,894,1869
2006,Schleswig-Holstein,Rheinland-Pfalz,50,42,92,485,520,1005
2006,Schleswig-Holstein,Baden-Wurttemberg,187,124,311,1336,1325,2661
2006,Schleswig-Holstein,Bayern,221,179,400,1570,1504,3074
2006,Schleswig-Holstein,Saarland,15,8,23,71,69,140
2006,Schleswig-Holstein,Berlin,109,132,241,1208,1214,2422
2006,Schleswig-Holstein,Brandenburg,8,12,20,516,504,1020
2006,Schleswig-Holstein,Mecklenburg-Vorpommern,51,36,87,1904,1773,3677
2006,Schleswig-Holstein,Sachsen,22,16,38,380,363,743
2006,Schleswig-Holstein,Sachsen-Anhalt,26,8,34,301,264,565
2006,Schleswig-Holstein,Thuringen,8,12,20,199,219,418
2006,Schleswig-Holstein,Insgesamt,2529,2125,4654,25420,25234,50654
2006,Hamburg,Schleswig-Holstein,1000,882,1882,10160,10502,20662
2006,Hamburg,Hamburg,0,0,0,0,0,0
2006,Hamburg,Niedersachsen,511,407,918,5440,5496,10936
2006,Hamburg,Bremen,126,62,188,480,410,890
2006,Hamburg,Nordrhein-Westfalen,402,281,683,2174,2017,4191
2006,Hamburg,Hessen,166,135,301,897,870,1767
2006,Hamburg,Rheinland-Pfalz,43,47,90,329,309,638
2006,Hamburg,Baden-Wurttemberg,180,156,336,1047,1062,2109
2006,Hamburg,Bayern,279,195,474,1384,1236,2620
2006,Hamburg,Saarland,14,7,21,59,56,115
2006,Hamburg,Berlin,209,175,384,1324,1340,2664
2006,Hamburg,Brandenburg,11,16,27,324,287,611
2006,Hamburg,Mecklenburg-Vorpommern,93,45,138,1055,916,1971
2006,Hamburg,Sachsen,40,36,76,299,265,564
2006,Hamburg,Sachsen-Anhalt,22,10,32,193,174,367
2006,Hamburg,Thuringen,12,7,19,139,113,252
2006,Hamburg,Insgesamt,3108,2461,5569,25304,25053,50357
2006,Niedersachsen,Schleswig-Holstein,370,296,666,4455,4471,8926
2006,Niedersachsen,Hamburg,622,593,1215,6211,6330,12541
2006,Niedersachsen,Niedersachsen,0,0,0,0,0,0
2006,Niedersachsen,Bremen,603,536,1139,7024,6535,13559
2006,Niedersachsen,Nordrhein-Westfalen,2071,1703,3774,14918,15240,30158
2006,Niedersachsen,Hessen,573,522,1095,4112,4336,8448
2006,Niedersachsen,Rheinland-Pfalz,208,170,378,1610,1641,3251
2006,Niedersachsen,Baden-Wurttemberg,705,602,1307,4712,4409,9121
2006,Niedersachsen,Bayern,711,647,1358,5037,4947,9984
2006,Niedersachsen,Saarland,41,28,69,234,229,463
2006,Niedersachsen,Berlin,495,554,1049,3102,3218,6320
2006,Niedersachsen,Brandenburg,88,79,167,1353,1276,2629
2006,Niedersachsen,Mecklenburg-Vorpommern,68,51,119,1621,1465,3086
2006,Niedersachsen,Sachsen,142,113,255,1518,1424,2942
2006,Niedersachsen,Sachsen-Anhalt,165,98,263,2799,2600,5399
2006,Niedersachsen,Thuringen,92,75,167,1102,1035,2137
2006,Niedersachsen,Insgesamt,6954,6067,13021,59808,59156,118964
2006,Bremen,Schleswig-Holstein,48,32,80,376,356,732
2006,Bremen,Hamburg,116,118,234,630,606,1236
2006,Bremen,Niedersachsen,545,442,987,6076,6152,12228
2006,Bremen,Bremen,0,0,0,0,0,0
2006,Bremen,Nordrhein-Westfalen,207,171,378,1012,941,1953
2006,Bremen,Hessen,81,71,152,323,324,647
2006,Bremen,Rheinland-Pfalz,17,24,41,130,152,282
2006,Bremen,Baden-Wurttemberg,104,81,185,461,405,866
2006,Bremen,Bayern,93,72,165,440,450,890
2006,Bremen,Saarland,4,5,9,23,22,45
2006,Bremen,Berlin,59,51,110,379,380,759
2006,Bremen,Brandenburg,3,7,10,86,103,189
2006,Bremen,Mecklenburg-Vorpommern,21,8,29,152,123,275
2006,Bremen,Sachsen,14,7,21,135,97,232
2006,Bremen,Sachsen-Anhalt,7,5,12,96,102,198
2006,Bremen,Thuringen,3,6,9,45,40,85
2006,Bremen,Insgesamt,1322,1100,2422,10364,10253,20617
2006,Nordrhein-Westfalen,Schleswig-Holstein,327,211,538,3187,3256,6443
2006,Nordrhein-Westfalen,Hamburg,510,371,881,3105,3066,6171
2006,Nordrhein-Westfalen,Niedersachsen,1564,1222,2786,14269,14687,28956
2006,Nordrhein-Westfalen,Bremen,196,134,330,1021,946,1967
2006,Nordrhein-Westfalen,Nordrhein-Westfalen,0,0,0,0,0,0
2006,Nordrhein-Westfalen,Hessen,1683,1276,2959,8544,8527,17071
2006,Nordrhein-Westfalen,Rheinland-Pfalz,1077,770,1847,8304,8559,16863
2006,Nordrhein-Westfalen,Baden-Wurttemberg,1763,1370,3133,9283,8905,18188
2006,Nordrhein-Westfalen,Bayern,1848,1329,3177,10535,9807,20342
2006,Nordrhein-Westfalen,Saarland,136,121,257,740,674,1414
2006,Nordrhein-Westfalen,Berlin,787,659,1446,5085,4830,9915
2006,Nordrhein-Westfalen,Brandenburg,121,83,204,1529,1401,2930
2006,Nordrhein-Westfalen,Mecklenburg-Vorpommern,99,42,141,1095,1005,2100
2006,Nordrhein-Westfalen,Sachsen,235,164,399,2133,1968,4101
2006,Nordrhein-Westfalen,Sachsen-Anhalt,181,84,265,1311,1196,2507
2006,Nordrhein-Westfalen,Thuringen,134,64,198,1069,926,1995
2006,Nordrhein-Westfalen,Insgesamt,10661,7900,18561,71210,69753,140963
2006,Hessen,Schleswig-Holstein,88,73,161,1068,1098,2166
2006,Hessen,Hamburg,202,150,352,1141,1081,2222
2006,Hessen,Niedersachsen,402,295,697,3633,3713,7346
2006,Hessen,Bremen,50,41,91,295,302,597
2006,Hessen,Nordrhein-Westfalen,1502,1235,2737,7852,8086,15938
2006,Hessen,Hessen,0,0,0,0,0,0
2006,Hessen,Rheinland-Pfalz,1094,948,2042,7139,7319,14458
2006,Hessen,Baden-Wurttemberg,1433,1130,2563,7443,7196,14639
2006,Hessen,Bayern,1207,943,2150,7607,7238,14845
2006,Hessen,Saarland,79,63,142,385,369,754
2006,Hessen,Berlin,352,282,634,2193,2035,4228
2006,Hessen,Brandenburg,46,39,85,632,575,1207
2006,Hessen,Mecklenburg-Vorpommern,48,16,64,405,382,787
2006,Hessen,Sachsen,134,107,241,1290,1188,2478
2006,Hessen,Sachsen-Anhalt,55,41,96,518,546,1064
2006,Hessen,Thuringen,102,56,158,1433,1435,2868
2006,Hessen,Insgesamt,6794,5419,12213,43034,42563,85597
2006,Rheinland-Pfalz,Schleswig-Holstein,42,34,76,509,554,1063
2006,Rheinland-Pfalz,Hamburg,55,46,101,432,392,824
2006,Rheinland-Pfalz,Niedersachsen,129,130,259,1266,1334,2600
2006,Rheinland-Pfalz,Bremen,20,19,39,128,129,257
2006,Rheinland-Pfalz,Nordrhein-Westfalen,1105,887,1992,7946,8091,16037
2006,Rheinland-Pfalz,Hessen,1219,1100,2319,6540,6687,13227
2006,Rheinland-Pfalz,Rheinland-Pfalz,0,0,0,0,0,0
2006,Rheinland-Pfalz,Baden-Wurttemberg,1158,958,2116,6371,6349,12720
2006,Rheinland-Pfalz,Bayern,454,342,796,3149,2941,6090
2006,Rheinland-Pfalz,Saarland,176,160,336,1768,1827,3595
2006,Rheinland-Pfalz,Berlin,112,94,206,856,832,1688
2006,Rheinland-Pfalz,Brandenburg,25,22,47,349,281,630
2006,Rheinland-Pfalz,Mecklenburg-Vorpommern,17,7,24,201,181,382
2006,Rheinland-Pfalz,Sachsen,44,46,90,581,525,1106
2006,Rheinland-Pfalz,Sachsen-Anhalt,47,13,60,326,258,584
2006,Rheinland-Pfalz,Thuringen,24,12,36,372,278,650
2006,Rheinland-Pfalz,Insgesamt,4627,3870,8497,30794,30659,61453
2006,Baden-Wurttemberg,Schleswig-Holstein,204,153,357,1395,1380,2775
2006,Baden-Wurttemberg,Hamburg,245,191,436,1470,1389,2859
2006,Baden-Wurttemberg,Niedersachsen,461,411,872,3355,3337,6692
2006,Baden-Wurttemberg,Bremen,104,70,174,408,347,755
2006,Baden-Wurttemberg,Nordrhein-Westfalen,1855,1441,3296,8233,7916,16149
2006,Baden-Wurttemberg,Hessen,1521,1240,2761,7208,7258,14466
2006,Baden-Wurttemberg,Rheinland-Pfalz,1316,1064,2380,6783,6647,13430
2006,Baden-Wurttemberg,Baden-Wurttemberg,0,0,0,0,0,0
2006,Baden-Wurttemberg,Bayern,2783,2151,4934,18575,17951,36526
2006,Baden-Wurttemberg,Saarland,136,121,257,775,792,1567
2006,Baden-Wurttemberg,Berlin,440,403,843,3137,2864,6001
2006,Baden-Wurttemberg,Brandenburg,51,21,72,928,862,1790
2006,Baden-Wurttemberg,Mecklenburg-Vorpommern,41,39,80,560,529,1089
2006,Baden-Wurttemberg,Sachsen,196,141,337,2575,2227,4802
2006,Baden-Wurttemberg,Sachsen-Anhalt,85,60,145,914,793,1707
2006,Baden-Wurttemberg,Thuringen,110,78,188,1170,1048,2218
2006,Baden-Wurttemberg,Insgesamt,9548,7584,17132,57486,55340,112826
2006,Bayern,Schleswig-Holstein,310,234,544,1491,1455,2946
2006,Bayern,Hamburg,298,206,504,1462,1380,2842
2006,Bayern,Niedersachsen,536,377,913,3360,3191,6551
2006,Bayern,Bremen,76,52,128,363,304,667
2006,Bayern,Nordrhein-Westfalen,1954,1395,3349,8036,7417,15453
