,,,male,female,total foreigners,total male,total female,total
2013,Schleswig-Holstein,Schleswig-Holstein,0,0,0,0,0,0
2013,Schleswig-Holstein,Hamburg,1202,1085,2287,9601,9937,19538
2013,Schleswig-Holstein,Niedersachsen,440,275,715,4718,4694,9412
2013,Schleswig-Holstein,Bremen,58,46,104,492,496,988
2013,Schleswig-Holstein,Nordrhein-Westfalen,437,357,794,2916,2880,5796
2013,Schleswig-Holstein,Hessen,121,119,240,969,1009,1978
2013,Schleswig-Holstein,Rheinland-Pfalz,66,58,124,503,493,996
2013,Schleswig-Holstein,Baden-Wurttemberg,203,193,396,1488,1526,3014
2013,Schleswig-Holstein,Bayern,269,182,451,1612,1421,3033
2013,Schleswig-Holstein,Saarland,5,5,10,76,87,163
2013,Schleswig-Holstein,Berlin,145,140,285,1277,1446,2723
2013,Schleswig-Holstein,Brandenburg,35,23,58,591,588,1179
2013,Schleswig-Holstein,Mecklenburg-Vorpommern,86,57,143,2108,2056,4164
2013,Schleswig-Holstein,Sachsen,43,24,67,563,521,1084
2013,Schleswig-Holstein,Sachsen-Anhalt,42,22,64,418,391,809
2013,Schleswig-Holstein,Thuringen,19,22,41,237,252,489
2013,Schleswig-Holstein,Insgesamt,3171,2608,5779,27569,27797,55366
2013,Hamburg,Schleswig-Holstein,1481,1174,2655,11991,12166,24157
2013,Hamburg,Hamburg,0,0,0,0,0,0
2013,Hamburg,Niedersachsen,779,584,1363,6566,6721,13287
2013,Hamburg,Bremen,134,80,214,550,561,1111
2013,Hamburg,Nordrhein-Westfalen,456,352,808,2320,2365,4685
2013,Hamburg,Hessen,181,162,343,946,974,1920
2013,Hamburg,Rheinland-Pfalz,59,36,95,336,342,678
2013,Hamburg,Baden-Wurttemberg,295,185,480,1321,1215,2536
2013,Hamburg,Bayern,348,242,590,1594,1497,3091
2013,Hamburg,Saarland,13,12,25,62,61,123
2013,Hamburg,Berlin,313,230,543,1780,1771,3551
2013,Hamburg,Brandenburg,31,22,53,349,323,672
2013,Hamburg,Mecklenburg-Vorpommern,68,56,124,1077,1069,2146
2013,Hamburg,Sachsen,58,32,90,425,433,858
2013,Hamburg,Sachsen-Anhalt,38,21,59,295,245,540
2013,Hamburg,Thuringen,21,16,37,189,154,343
2013,Hamburg,Insgesamt,4275,3204,7479,29801,29897,59698
2013,Niedersachsen,Schleswig-Holstein,425,325,750,4675,4782,9457
2013,Niedersachsen,Hamburg,812,674,1486,6554,6931,13485
2013,Niedersachsen,Niedersachsen,0,0,0,0,0,0
2013,Niedersachsen,Bremen,787,665,1452,6709,6610,13319
2013,Niedersachsen,Nordrhein-Westfalen,2773,2188,4961,15537,16151,31688
2013,Niedersachsen,Hessen,727,634,1361,3931,4162,8093
2013,Niedersachsen,Rheinland-Pfalz,257,226,483,1477,1467,2944
2013,Niedersachsen,Baden-Wurttemberg,1023,785,1808,4263,4090,8353
2013,Niedersachsen,Bayern,1107,751,1858,4812,4254,9066
2013,Niedersachsen,Saarland,85,51,136,291,261,552
2013,Niedersachsen,Berlin,445,390,835,3304,3364,6668
2013,Niedersachsen,Brandenburg,126,63,189,1218,1073,2291
2013,Niedersachsen,Mecklenburg-Vorpommern,169,65,234,1536,1427,2963
2013,Niedersachsen,Sachsen,248,152,400,1695,1573,3268
2013,Niedersachsen,Sachsen-Anhalt,200,131,331,2800,2766,5566
2013,Niedersachsen,Thuringen,145,98,243,1211,1217,2428
2013,Niedersachsen,Insgesamt,9329,7198,16527,60013,60128,120141
2013,Bremen,Schleswig-Holstein,86,46,132,447,401,848
2013,Bremen,Hamburg,148,147,295,695,774,1469
2013,Bremen,Niedersachsen,659,562,1221,6675,7048,13723
2013,Bremen,Bremen,0,0,0,0,0,0
2013,Bremen,Nordrhein-Westfalen,259,209,468,1151,1203,2354
2013,Bremen,Hessen,93,74,167,376,351,727
2013,Bremen,Rheinland-Pfalz,26,30,56,161,145,306
2013,Bremen,Baden-Wurttemberg,103,79,182,454,408,862
2013,Bremen,Bayern,171,115,286,590,482,1072
2013,Bremen,Saarland,8,2,10,26,24,50
2013,Bremen,Berlin,92,99,191,468,513,981
2013,Bremen,Brandenburg,15,13,28,109,108,217
2013,Bremen,Mecklenburg-Vorpommern,8,10,18,124,149,273
2013,Bremen,Sachsen,27,21,48,181,161,342
2013,Bremen,Sachsen-Anhalt,15,16,31,119,105,224
2013,Bremen,Thuringen,11,11,22,90,92,182
2013,Bremen,Insgesamt,1721,1434,3155,11666,11964,23630
2013,Nordrhein-Westfalen,Schleswig-Holstein,417,295,712,3473,3710,7183
2013,Nordrhein-Westfalen,Hamburg,665,456,1121,3634,3742,7376
2013,Nordrhein-Westfalen,Niedersachsen,2618,1734,4352,16864,16933,33797
2013,Nordrhein-Westfalen,Bremen,277,243,520,1330,1354,2684
2013,Nordrhein-Westfalen,Nordrhein-Westfalen,0,0,0,0,0,0
2013,Nordrhein-Westfalen,Hessen,2268,1684,3952,9734,9605,19339
2013,Nordrhein-Westfalen,Rheinland-Pfalz,1330,974,2304,8992,8791,17783
2013,Nordrhein-Westfalen,Baden-Wurttemberg,2663,1870,4533,10590,9790,20380
2013,Nordrhein-Westfalen,Bayern,2708,1736,4444,11041,9592,20633
2013,Nordrhein-Westfalen,Saarland,205,132,337,841,779,1620
2013,Nordrhein-Westfalen,Berlin,1111,862,1973,5811,5839,11650
2013,Nordrhein-Westfalen,Brandenburg,164,90,254,1497,1419,2916
2013,Nordrhein-Westfalen,Mecklenburg-Vorpommern,145,72,217,1184,1206,2390
2013,Nordrhein-Westfalen,Sachsen,381,210,591,2585,2339,4924
2013,Nordrhein-Westfalen,Sachsen-Anhalt,288,124,412,1654,1378,3032
2013,Nordrhein-Westfalen,Thuringen,251,125,376,1403,1256,2659
2013,Nordrhein-Westfalen,Insgesamt,15491,10607,26098,80633,77733,158366
2013,Hessen,Schleswig-Holstein,154,133,287,1260,1342,2602
2013,Hessen,Hamburg,194,176,370,1264,1305,2569
2013,Hessen,Niedersachsen,631,480,1111,4355,4344,8699
2013,Hessen,Bremen,78,52,130,397,328,725
2013,Hessen,Nordrhein-Westfalen,2060,1515,3575,8990,9122,18112
2013,Hessen,Hessen,0,0,0,0,0,0
2013,Hessen,Rheinland-Pfalz,1363,1059,2422,7452,7637,15089
2013,Hessen,Baden-Wurttemberg,2121,1372,3493,8645,8139,16784
2013,Hessen,Bayern,1853,1276,3129,8098,7578,15676
2013,Hessen,Saarland,116,120,236,498,547,1045
2013,Hessen,Berlin,500,448,948,2609,2665,5274
2013,Hessen,Brandenburg,65,40,105,616,594,1210
2013,Hessen,Mecklenburg-Vorpommern,48,29,77,416,442,858
2013,Hessen,Sachsen,197,113,310,1362,1372,2734
2013,Hessen,Sachsen-Anhalt,94,49,143,726,678,1404
2013,Hessen,Thuringen,148,87,235,1536,1621,3157
2013,Hessen,Insgesamt,9622,6949,16571,48224,47714,95938
2013,Rheinland-Pfalz,Schleswig-Holstein,55,46,101,570,593,1163
2013,Rheinland-Pfalz,Hamburg,65,65,130,472,536,1008
2013,Rheinland-Pfalz,Niedersachsen,279,204,483,1607,1517,3124
2013,Rheinland-Pfalz,Bremen,22,26,48,138,151,289
2013,Rheinland-Pfalz,Nordrhein-Westfalen,1347,1111,2458,8742,9048,17790
2013,Rheinland-Pfalz,Hessen,1450,1245,2695,7711,7904,15615
2013,Rheinland-Pfalz,Rheinland-Pfalz,0,0,0,0,0,0
2013,Rheinland-Pfalz,Baden-Wurttemberg,1605,1312,2917,7677,7631,15308
2013,Rheinland-Pfalz,Bayern,578,439,1017,3030,2877,5907
2013,Rheinland-Pfalz,Saarland,287,236,523,2275,2373,4648
2013,Rheinland-Pfalz,Berlin,144,131,275,1018,1099,2117
2013,Rheinland-Pfalz,Brandenburg,35,25,60,354,348,702
2013,Rheinland-Pfalz,Mecklenburg-Vorpommern,26,26,52,237,241,478
2013,Rheinland-Pfalz,Sachsen,75,55,130,662,673,1335
2013,Rheinland-Pfalz,Sachsen-Anhalt,66,26,92,362,295,657
2013,Rheinland-Pfalz,Thuringen,55,27,82,376,374,750
2013,Rheinland-Pfalz,Insgesamt,6089,4974,11063,35231,35660,70891
2013,Baden-Wurttemberg,Schleswig-Holstein,194,148,342,1419,1463,2882
2013,Baden-Wurttemberg,Hamburg,320,232,552,1597,1664,3261
2013,Baden-Wurttemberg,Niedersachsen,820,537,1357,3842,3480,7322
2013,Baden-Wurttemberg,Bremen,112,76,188,475,452,927
2013,Baden-Wurttemberg,Nordrhein-Westfalen,2518,1813,4331,9270,8777,18047
2013,Baden-Wurttemberg,Hessen,1991,1534,3525,8380,8213,16593
2013,Baden-Wurttemberg,Rheinland-Pfalz,1889,1400,3289,7798,7628,15426
2013,Baden-Wurttemberg,Baden-Wurttemberg,0,0,0,0,0,0
2013,Baden-Wurttemberg,Bayern,4340,2866,7206,19418,18627,38045
2013,Baden-Wurttemberg,Saarland,196,141,337,894,842,1736
2013,Baden-Wurttemberg,Berlin,714,524,1238,3794,3751,7545
2013,Baden-Wurttemberg,Brandenburg,114,69,183,1026,956,1982
2013,Baden-Wurttemberg,Mecklenburg-Vorpommern,89,54,143,647,638,1285
2013,Baden-Wurttemberg,Sachsen,285,181,466,2564,2381,4945
2013,Baden-Wurttemberg,Sachsen-Anhalt,153,91,244,1062,930,1992
2013,Baden-Wurttemberg,Thuringen,217,168,385,1362,1290,2652
2013,Baden-Wurttemberg,Insgesamt,13952,9834,23786,63548,61092,124640
2013,Bayern,Schleswig-Holstein,283,183,466,1618,1510,3128
2013,Bayern,Hamburg,321,223,544,1638,1696,3334
2013,Bayern,Niedersachsen,842,538,1380,3846,3422,7268
2013,Bayern,Bremen,123,70,193,427,388,815
2013,Bayern,Nordrhein-Westfalen,2485,1669,4154,9005,7929,16934
2013,Bayern,Hessen,1905,1177,3082,7239,6577,13816
2013,Bayern,Rheinland-Pfalz,594,394,988,2445,2389,4834
2013,Bayern,Baden-Wurttemberg,3923,2544,6467,17540,16687,34227
2013,Bayern,Bayern,0,0,0,0,0,0
2013,Bayern,Saarland,98,88,186,427,429,856
2013,Bayern,Berlin,803,683,1486,4353,4243,8596
2013,Bayern,Brandenburg,170,79,249,1216,1075,2291
2013,Bayern,Mecklenburg-Vorpommern,99,53,152,647,610,1257
2013,Bayern,Sachsen,448,260,708,4009,3562,7571
2013,Bayern,Sachsen-Anhalt,170,93,263,1212,1076,2288
2013,Bayern,Thuringen,266,160,426,2537,2326,4863
2013,Bayern,Insgesamt,12530,8214,20744,58159,53919,112078
2013,Saarland,Schleswig-Holstein,13,12,25,101,107,208
2013,Saarland,Hamburg,15,11,26,83,94,177
2013,Saarland,Niedersachsen,55,47,102,302,283,585
2013,Saarland,Bremen,10,14,24,35,45,80
2013,Saarland,Nordrhein-Westfalen,307,184,491,1053,1004,2057
2013,Saarland,Hessen,180,132,312,636,669,1305
2013,Saarland,Rheinland-Pfalz,241,217,458,2240,2400,4640
2013,Saarland,Baden-Wurttemberg,214,148,362,1081,1094,2175
2013,Saarland,Bayern,195,113,308,740,623,1363
2013,Saarland,Saarland,0,0,0,0,0,0
2013,Saarland,Berlin,48,27,75,243,236,479
2013,Saarland,Brandenburg,8,8,16,51,62,113
2013,Saarland,Mecklenburg-Vorpommern,3,8,11,33,39,72
2013,Saarland,Sachsen,29,10,39,114,108,222
2013,Saarland,Sachsen-Anhalt,27,10,37,65,48,113
2013,Saarland,Thuringen,7,10,17,68,51,119
2013,Saarland,Insgesamt,1352,951,2303,6845,6863,13708
2013,Berlin,Schleswig-Holstein,179,122,301,1179,1302,2481
2013,Berlin,Hamburg,287,229,516,1429,1439,2868
2013,Berlin,Niedersachsen,478,336,814,2749,2616,5365
2013,Berlin,Bremen,83,78,161,339,355,694
2013,Berlin,Nordrhein-Westfalen,1052,726,1778,4128,3973,8101
2013,Berlin,Hessen,509,424,933,1960,1980,3940
2013,Berlin,Rheinland-Pfalz,129,128,257,721,706,1427
2013,Berlin,Baden-Wurttemberg,718,554,1272,3015,2883,5898
2013,Berlin,Bayern,785,657,1442,3539,3313,6852
2013,Berlin,Saarland,42,21,63,166,144,310
2013,Berlin,Berlin,0,0,0,0,0,0
2013,Berlin,Brandenburg,1168,839,2007,14397,13952,28349
2013,Berlin,Mecklenburg-Vorpommern,155,118,273,1574,1581,3155
2013,Berlin,Sachsen,382,254,636,1936,1897,3833
2013,Berlin,Sachsen-Anhalt,230,177,407,1206,1171,2377
2013,Berlin,Thuringen,119,95,214,653,670,1323
2013,Berlin,Insgesamt,6316,4758,11074,38991,37982,76973
2013,Brandenburg,Schleswig-Holstein,57,36,93,649,651,1300
2013,Brandenburg,Hamburg,39,32,71,440,389,829
2013,Brandenburg,Niedersachsen,171,99,270,1472,1243,2715
2013,Brandenburg,Bremen,26,14,40,126,110,236
2013,Brandenburg,Nordrhein-Westfalen,324,181,505,1533,1386,2919
2013,Brandenburg,Hessen,83,64,147,629,546,1175
2013,Brandenburg,Rheinland-Pfalz,31,22,53,376,329,705
2013,Brandenburg,Baden-Wurttemberg,128,97,225,1113,972,2085
2013,Brandenburg,Bayern,161,117,278,1390,1135,2525
2013,Brandenburg,Saarland,4,4,8,48,57,105
2013,Brandenburg,Berlin,1238,1063,2301,11205,10563,21768
2013,Brandenburg,Brandenburg,0,0,0,0,0,0
2013,Brandenburg,Mecklenburg-Vorpommern,73,46,119,1543,1658,3201
2013,Brandenburg,Sachsen,123,101,224,2596,2489,5085
2013,Brandenburg,Sachsen-Anhalt,76,50,126,1174,1148,2322
2013,Brandenburg,Thuringen,34,22,56,478,518,996
2013,Brandenburg,Insgesamt,2568,1948,4516,24772,23194,47966
2013,Mecklenburg-Vorpommern,Schleswig-Holstein,137,88,225,2272,2095,4367
2013,Mecklenburg-Vorpommern,Hamburg,668,466,1134,2035,1687,3722
2013,Mecklenburg-Vorpommern,Niedersachsen,211,100,311,1787,1578,3365
2013,Mecklenburg-Vorpommern,Bremen,37,20,57,200,168,368
2013,Mecklenburg-Vorpommern,Nordrhein-Westfalen,231,148,379,1198,1080,2278
2013,Mecklenburg-Vorpommern,Hessen,62,37,99,446,387,833
2013,Mecklenburg-Vorpommern,Rheinland-Pfalz,30,21,51,238,198,436
2013,Mecklenburg-Vorpommern,Baden-Wurttemberg,109,78,187,759,648,1407
2013,Mecklenburg-Vorpommern,Bayern,146,82,228,837,691,1528
2013,Mecklenburg-Vorpommern,Saarland,4,2,6,28,20,48
2013,Mecklenburg-Vorpommern,Berlin,189,134,323,1879,1754,3633
2013,Mecklenburg-Vorpommern,Brandenburg,63,48,111,1378,1461,2839
2013,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,0,0,0,0,0,0
2013,Mecklenburg-Vorpommern,Sachsen,51,35,86,827,775,1602
2013,Mecklenburg-Vorpommern,Sachsen-Anhalt,26,21,47,477,534,1011
2013,Mecklenburg-Vorpommern,Thuringen,9,6,15,278,325,603
2013,Mecklenburg-Vorpommern,Insgesamt,1973,1286,3259,14639,13401,28040
2013,Sachsen,Schleswig-Holstein,75,49,124,563,579,1142
2013,Sachsen,Hamburg,104,84,188,487,506,993
2013,Sachsen,Niedersachsen,291,148,439,1625,1515,3140
2013,Sachsen,Bremen,52,24,76,188,121,309
2013,Sachsen,Nordrhein-Westfalen,652,352,1004,2546,2226,4772
2013,Sachsen,Hessen,339,192,531,1438,1288,2726
2013,Sachsen,Rheinland-Pfalz,96,50,146,606,530,1136
2013,Sachsen,Baden-Wurttemberg,477,320,797,2790,2322,5112
2013,Sachsen,Bayern,582,368,950,4423,3803,8226
2013,Sachsen,Saarland,24,16,40,102,90,192
2013,Sachsen,Berlin,471,323,794,2445,2416,4861
2013,Sachsen,Brandenburg,159,105,264,2048,2122,4170
2013,Sachsen,Mecklenburg-Vorpommern,50,25,75,733,739,1472
2013,Sachsen,Sachsen,0,0,0,0,0,0
2013,Sachsen,Sachsen-Anhalt,231,146,377,2446,2400,4846
2013,Sachsen,Thuringen,173,107,280,2327,2348,4675
2013,Sachsen,Insgesamt,3776,2309,6085,24767,23005,47772
2013,Sachsen-Anhalt,Schleswig-Holstein,52,37,89,450,473,923
2013,Sachsen-Anhalt,Hamburg,90,60,150,396,354,750
2013,Sachsen-Anhalt,Niedersachsen,414,273,687,3673,3288,6961
2013,Sachsen-Anhalt,Bremen,22,5,27,129,93,222
2013,Sachsen-Anhalt,Nordrhein-Westfalen,420,253,673,1640,1483,3123
2013,Sachsen-Anhalt,Hessen,162,125,287,785,773,1558
2013,Sachsen-Anhalt,Rheinland-Pfalz,65,34,99,369,325,694
2013,Sachsen-Anhalt,Baden-Wurttemberg,196,127,323,1178,1047,2225
2013,Sachsen-Anhalt,Bayern,234,174,408,1624,1316,2940
2013,Sachsen-Anhalt,Saarland,13,5,18,58,45,103
2013,Sachsen-Anhalt,Berlin,278,209,487,1562,1595,3157
2013,Sachsen-Anhalt,Brandenburg,82,54,136,1167,1243,2410
2013,Sachsen-Anhalt,Mecklenburg-Vorpommern,34,15,49,575,593,1168
2013,Sachsen-Anhalt,Sachsen,247,188,435,3688,3439,7127
2013,Sachsen-Anhalt,Sachsen-Anhalt,0,0,0,0,0,0
2013,Sachsen-Anhalt,Thuringen,75,45,120,1449,1469,2918
2013,Sachsen-Anhalt,Insgesamt,2384,1604,3988,18743,17536,36279
2013,Thuringen,Schleswig-Holstein,37,33,70,316,343,659
2013,Thuringen,Hamburg,62,46,108,279,285,564
2013,Thuringen,Niedersachsen,196,151,347,1519,1399,2918
2013,Thuringen,Bremen,35,25,60,114,114,228
2013,Thuringen,Nordrhein-Westfalen,424,283,707,1641,1369,3010
2013,Thuringen,Hessen,277,163,440,2034,1809,3843
2013,Thuringen,Rheinland-Pfalz,78,51,129,421,376,797
2013,Thuringen,Baden-Wurttemberg,302,184,486,1593,1366,2959
2013,Thuringen,Bayern,409,240,649,3345,2861,6206
2013,Thuringen,Saarland,16,8,24,73,56,129
2013,Thuringen,Berlin,169,127,296,1018,1020,2038
2013,Thuringen,Brandenburg,24,17,41,462,438,900
2013,Thuringen,Mecklenburg-Vorpommern,10,15,25,358,377,735
2013,Thuringen,Sachsen,184,104,288,3341,3099,6440
2013,Thuringen,Sachsen-Anhalt,65,44,109,1298,1311,2609
2013,Thuringen,Thuringen,0,0,0,0,0,0
2013,Thuringen,Insgesamt,2288,1491,3779,17812,16223,34035
2013,Insgesamt,Schleswig-Holstein,3645,2727,6372,30983,31517,62500
2013,Insgesamt,Hamburg,4992,3986,8978,30604,31339,61943
2013,Insgesamt,Niedersachsen,8884,6068,14952,61600,60081,121681
2013,Insgesamt,Bremen,1856,1438,3294,11649,11346,22995
2013,Insgesamt,Nordrhein-Westfalen,15745,11341,27086,71670,69996,141666
2013,Insgesamt,Hessen,10348,7766,18114,47214,46247,93461
2013,Insgesamt,Rheinland-Pfalz,6254,4700,10954,34135,33756,67891
2013,Insgesamt,Baden-Wurttemberg,14080,9848,23928,63507,59818,123325
2013,Insgesamt,Bayern,13886,9358,23244,66093,60070,126163
2013,Insgesamt,Saarland,1116,843,1959,5865,5815,11680
2013,Insgesamt,Berlin,6660,5390,12050,42766,42275,85041
2013,Insgesamt,Brandenburg,2259,1495,3754,26479,25762,52241
2013,Insgesamt,Mecklenburg-Vorpommern,1063,649,1712,12792,12825,25617
2013,Insgesamt,Sachsen,2778,1740,4518,26548,24822,51370
2013,Insgesamt,Sachsen-Anhalt,1721,1021,2742,15314,14476,29790
2013,Insgesamt,Thuringen,1550,999,2549,14194,13963,28157
2013,Insgesamt,Insgesamt,96837,69369,166206,561413,544108,1105521
2014,Schleswig-Holstein,Schleswig-Holstein,0,0,0,0,0,0
2014,Schleswig-Holstein,Hamburg,1273,1041,2314,9136,9501,18637
2014,Schleswig-Holstein,Niedersachsen,490,348,838,4542,4691,9233
2014,Schleswig-Holstein,Bremen,101,50,151,498,472,970
2014,Schleswig-Holstein,Nordrhein-Westfalen,496,356,852,2814,2826,5640
2014,Schleswig-Holstein,Hessen,170,135,305,1008,1008,2016
2014,Schleswig-Holstein,Rheinland-Pfalz,66,49,115,457,479,936
2014,Schleswig-Holstein,Baden-Wurttemberg,281,152,433,1518,1350,2868
2014,Schleswig-Holstein,Bayern,316,193,509,1524,1250,2774
2014,Schleswig-Holstein,Saarland,10,5,15,65,66,131
2014,Schleswig-Holstein,Berlin,175,131,306,1203,1304,2507
2014,Schleswig-Holstein,Brandenburg,44,31,75,608,544,1152
2014,Schleswig-Holstein,Mecklenburg-Vorpommern,133,93,226,2164,2076,4240
2014,Schleswig-Holstein,Sachsen,80,34,114,577,510,1087
2014,Schleswig-Holstein,Sachsen-Anhalt,38,19,57,420,389,809
2014,Schleswig-Holstein,Thuringen,34,22,56,261,250,511
2014,Schleswig-Holstein,Insgesamt,3707,2659,6366,26795,26716,53511
2014,Hamburg,Schleswig-Holstein,1571,1260,2831,11954,12096,24050
2014,Hamburg,Hamburg,0,0,0,0,0,0
2014,Hamburg,Niedersachsen,804,629,1433,6538,6588,13126
2014,Hamburg,Bremen,131,82,213,534,526,1060
2014,Hamburg,Nordrhein-Westfalen,493,362,855,2427,2417,4844
2014,Hamburg,Hessen,213,176,389,967,963,1930
2014,Hamburg,Rheinland-Pfalz,79,64,143,363,388,751
2014,Hamburg,Baden-Wurttemberg,277,190,467,1303,1301,2604
2014,Hamburg,Bayern,393,214,607,1544,1402,2946
2014,Hamburg,Saarland,10,10,20,56,60,116
2014,Hamburg,Berlin,334,258,592,1622,1669,3291
2014,Hamburg,Brandenburg,26,24,50,361,344,705
2014,Hamburg,Mecklenburg-Vorpommern,71,67,138,1033,1029,2062
2014,Hamburg,Sachsen,73,36,109,406,383,789
2014,Hamburg,Sachsen-Anhalt,38,32,70,253,236,489
2014,Hamburg,Thuringen,33,17,50,195,169,364
2014,Hamburg,Insgesamt,4546,3421,7967,29556,29571,59127
2014,Niedersachsen,Schleswig-Holstein,562,404,966,4559,4802,9361
2014,Niedersachsen,Hamburg,800,695,1495,5914,6327,12241
2014,Niedersachsen,Niedersachsen,0,0,0,0,0,0
2014,Niedersachsen,Bremen,867,715,1582,6331,6290,12621
2014,Niedersachsen,Nordrhein-Westfalen,3610,2897,6507,16125,16595,32720
2014,Niedersachsen,Hessen,911,778,1689,4315,4335,8650
2014,Niedersachsen,Rheinland-Pfalz,505,331,836,1803,1701,3504
2014,Niedersachsen,Baden-Wurttemberg,1410,1118,2528,4619,4269,8888
2014,Niedersachsen,Bayern,1508,1072,2580,5175,4519,9694
2014,Niedersachsen,Saarland,90,86,176,263,287,550
2014,Niedersachsen,Berlin,606,496,1102,3262,3453,6715
2014,Niedersachsen,Brandenburg,190,120,310,1276,1202,2478
2014,Niedersachsen,Mecklenburg-Vorpommern,249,133,382,1645,1538,3183
2014,Niedersachsen,Sachsen,392,268,660,1978,1766,3744
2014,Niedersachsen,Sachsen-Anhalt,325,182,507,2930,2795,5725
2014,Niedersachsen,Thuringen,180,166,346,1257,1314,2571
2014,Niedersachsen,Insgesamt,12205,9461,21666,61452,61193,122645
2014,Bremen,Schleswig-Holstein,73,46,119,436,419,855
2014,Bremen,Hamburg,131,105,236,640,668,1308
2014,Bremen,Niedersachsen,771,691,1462,7028,7064,14092
2014,Bremen,Bremen,0,0,0,0,0,0
2014,Bremen,Nordrhein-Westfalen,344,260,604,1244,1157,2401
2014,Bremen,Hessen,94,74,168,397,347,744
2014,Bremen,Rheinland-Pfalz,37,36,73,163,167,330
2014,Bremen,Baden-Wurttemberg,135,111,246,478,447,925
2014,Bremen,Bayern,157,108,265,511,449,960
2014,Bremen,Saarland,4,5,9,31,31,62
2014,Bremen,Berlin,89,108,197,470,508,978
2014,Bremen,Brandenburg,16,8,24,98,78,176
2014,Bremen,Mecklenburg-Vorpommern,19,13,32,145,150,295
2014,Bremen,Sachsen,37,18,55,206,179,385
2014,Bremen,Sachsen-Anhalt,23,12,35,93,82,175
2014,Bremen,Thuringen,18,10,28,67,79,146
2014,Bremen,Insgesamt,1948,1605,3553,12007,11825,23832
2014,Nordrhein-Westfalen,Schleswig-Holstein,495,296,791,3471,3562,7033
2014,Nordrhein-Westfalen,Hamburg,686,479,1165,3374,3461,6835
2014,Nordrhein-Westfalen,Niedersachsen,2858,1956,4814,17055,17281,34336
2014,Nordrhein-Westfalen,Bremen,316,248,564,1250,1297,2547
2014,Nordrhein-Westfalen,Nordrhein-Westfalen,0,0,0,0,0,0
2014,Nordrhein-Westfalen,Hessen,2492,1865,4357,9845,9813,19658
2014,Nordrhein-Westfalen,Rheinland-Pfalz,1420,1084,2504,8867,8862,17729
2014,Nordrhein-Westfalen,Baden-Wurttemberg,3079,1937,5016,10761,9525,20286
2014,Nordrhein-Westfalen,Bayern,2910,1838,4748,10926,9631,20557
2014,Nordrhein-Westfalen,Saarland,255,170,425,851,843,1694
2014,Nordrhein-Westfalen,Berlin,1160,940,2100,5655,5697,11352
2014,Nordrhein-Westfalen,Brandenburg,250,145,395,1549,1455,3004
2014,Nordrhein-Westfalen,Mecklenburg-Vorpommern,191,103,294,1300,1226,2526
2014,Nordrhein-Westfalen,Sachsen,549,299,848,2710,2418,5128
2014,Nordrhein-Westfalen,Sachsen-Anhalt,297,135,432,1545,1359,2904
